Parameter,Process1,Process2,Process3,Temperature,V-supply,vref
C0_3142,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.6,2.376
C0_3143,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.6,2.369
C0_3144,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.6,2.362
C0_3145,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.6,2.355
C0_3146,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.6,2.347
C0_3147,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.6,2.339
C0_3148,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.6,2.331
C0_3149,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.6,2.322
C0_3150,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.6,2.314
C0_3151,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.6,2.305
C0_3152,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.6,2.296
C0_3153,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.6,2.287
C0_3154,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.8,2.556
C0_3155,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.8,2.547
C0_3156,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.8,2.539
C0_3157,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.8,2.53
C0_3158,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.8,2.521
C0_3159,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.8,2.511
C0_3160,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.8,2.502
C0_3161,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.8,2.493
C0_3162,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.8,2.483
C0_3163,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.8,2.474
C0_3164,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.8,2.464
C0_3165,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.8,2.454
C0_3166,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.8,2.445
C0_3167,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.8,2.435
C0_3168,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.8,2.425
C0_3169,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.8,2.415
C0_3170,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.8,2.404
C0_3171,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.8,2.394
C0_3172,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.8,2.384
C0_3173,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,3,2.637
C0_3174,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,3,2.628
C0_3175,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,3,2.618
C0_3176,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,3,2.608
C0_3177,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,3,2.598
C0_3178,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,3,2.588
C0_3179,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,3,2.578
C0_3180,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,3,2.567
C0_3181,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,3,2.557
C0_3182,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,3,2.547
C0_3183,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,3,2.536
C0_3184,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,3,2.526
C0_3185,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,3,2.515
C0_3186,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,3,2.505
C0_3187,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,3,2.494
C0_3188,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,3,2.483
C0_3189,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,3,2.473
C0_3190,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,3,2.462
C0_3191,ss_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,3,2.451
C0_3192,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,1.6,0.8497
C0_3193,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,1.6,0.8388
C0_3194,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,1.6,0.8277
C0_3195,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,1.6,0.8165
C0_3196,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,1.6,0.8052
C0_3197,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,1.6,0.7941
C0_3198,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,1.6,0.7822
C0_3199,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,1.6,0.771
C0_3200,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,1.6,0.7587
C0_3201,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,1.6,0.7467
C0_3202,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,1.6,0.7348
C0_3203,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,1.6,0.7226
C0_3204,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,1.6,0.7101
C0_3205,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,1.6,0.6974
C0_3206,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,1.6,0.6839
C0_3207,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,1.6,0.6688
C0_3208,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,1.6,0.6502
C0_3209,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,1.6,0.6235
C0_3210,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,1.6,0.5788
C0_3211,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,1.8,0.8498
C0_3212,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,1.8,0.8396
C0_3213,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,1.8,0.828
C0_3214,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,1.8,0.8166
C0_3215,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,1.8,0.8053
C0_3216,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,1.8,0.7938
C0_3217,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,1.8,0.7822
C0_3218,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,1.8,0.7707
C0_3219,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,1.8,0.7589
C0_3220,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,1.8,0.747
C0_3221,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,1.8,0.735
C0_3222,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,1.8,0.7227
C0_3223,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,1.8,0.7102
C0_3224,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,1.8,0.6975
C0_3225,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,1.8,0.684
C0_3226,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,1.8,0.669
C0_3227,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,1.8,0.6503
C0_3228,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,1.8,0.6236
C0_3229,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,1.8,0.5789
C0_3230,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2,0.8501
C0_3231,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2,0.8392
C0_3232,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2,0.8285
C0_3233,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2,0.8167
C0_3234,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2,0.8055
C0_3235,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2,0.7941
C0_3236,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2,0.7823
C0_3237,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2,0.7701
C0_3238,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2,0.759
C0_3239,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2,0.7469
C0_3240,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2,0.735
C0_3241,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2,0.7226
C0_3242,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2,0.7103
C0_3243,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2,0.6975
C0_3244,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2,0.6843
C0_3245,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2,0.669
C0_3246,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2,0.6504
C0_3247,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2,0.6237
C0_3248,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2,0.5789
C0_3249,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.2,0.85
C0_3250,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.2,0.8391
C0_3251,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.2,0.828
C0_3252,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.2,0.8166
C0_3253,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.2,0.8054
C0_3254,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.2,0.794
C0_3255,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.2,0.7824
C0_3256,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.2,0.7709
C0_3257,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.2,0.7658
C0_3258,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.2,0.8429
C0_3259,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.2,0.925
C0_3260,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.2,1.009
C0_3261,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.2,1.091
C0_3262,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.2,1.165
C0_3263,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.2,1.229
C0_3264,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.2,1.283
C0_3265,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.2,1.329
C0_3266,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.2,1.367
C0_3267,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.2,1.401
C0_3268,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.4,1.504
C0_3269,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.4,1.576
C0_3270,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.4,1.635
C0_3271,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.4,1.685
C0_3272,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.4,1.727
C0_3273,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.4,1.764
C0_3274,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.4,1.795
C0_3275,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.4,1.823
C0_3276,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.4,1.847
C0_3277,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.4,1.868
C0_3278,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.4,1.887
C0_3279,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.4,1.904
C0_3280,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.4,1.918
C0_3281,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.4,1.93
C0_3282,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.4,1.941
C0_3283,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.4,1.951
C0_3284,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.4,1.958
C0_3285,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.4,1.965
C0_3286,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.4,1.97
C0_3287,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.6,2.288
C0_3288,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.6,2.297
C0_3289,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.6,2.305
C0_3290,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.6,2.31
C0_3291,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.6,2.314
C0_3292,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.6,2.316
C0_3293,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.6,2.317
C0_3294,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.6,2.317
C0_3295,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.6,2.315
C0_3296,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.6,2.313
C0_3297,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.6,2.311
C0_3298,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.6,2.307
C0_3299,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.6,2.303
C0_3300,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.6,2.298
C0_3301,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.6,2.293
C0_3302,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.6,2.288
C0_3303,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.6,2.282
C0_3304,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.6,2.275
C0_3305,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.6,2.269
C0_3306,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.8,2.553
C0_3307,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.8,2.546
C0_3308,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.8,2.539
C0_3309,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.8,2.532
C0_3310,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.8,2.525
C0_3311,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.8,2.517
C0_3312,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.8,2.509
C0_3313,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.8,2.501
C0_3314,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.8,2.493
C0_3315,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.8,2.484
C0_3316,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.8,2.476
C0_3317,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.8,2.467
C0_3318,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.8,2.458
C0_3319,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.8,2.449
C0_3320,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.8,2.44
C0_3321,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.8,2.43
C0_3322,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.8,2.421
C0_3323,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.8,2.411
C0_3324,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.8,2.401
C0_3325,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,3,2.657
C0_3326,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,3,2.648
C0_3327,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,3,2.638
C0_3328,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,3,2.629
C0_3329,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,3,2.62
C0_3330,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,3,2.61
C0_3331,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,3,2.6
C0_3332,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,3,2.591
C0_3333,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,3,2.581
C0_3334,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,3,2.571
C0_3335,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,3,2.561
C0_3336,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,3,2.551
C0_3337,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,3,2.541
C0_3338,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,3,2.531
C0_3339,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,3,2.52
C0_3340,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,3,2.51
C0_3341,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,3,2.5
C0_3342,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,3,2.489
C0_3343,ss_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,3,2.479
C0_3344,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,1.6,0.8497
C0_3345,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,1.6,0.8388
C0_3346,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,1.6,0.8282
C0_3347,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,1.6,0.8169
C0_3348,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,1.6,0.8052
C0_3349,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,1.6,0.7938
C0_3350,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,1.6,0.7821
C0_3351,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,1.6,0.7705
C0_3352,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,1.6,0.7587
C0_3353,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,35,1.6,0.7467
C0_3354,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,45,1.6,0.7347
C0_3355,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,55,1.6,0.7225
C0_3356,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,65,1.6,0.7105
C0_3357,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,75,1.6,0.6974
C0_3358,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,85,1.6,0.6839
C0_3359,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,95,1.6,0.6689
C0_3360,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,105,1.6,0.6502
C0_3361,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,115,1.6,0.6235
C0_3362,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,125,1.6,0.5788
C0_3363,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,1.8,0.8498
C0_3364,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,1.8,0.8389
C0_3365,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,1.8,0.8278
C0_3366,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,1.8,0.8166
C0_3367,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,1.8,0.8053
C0_3368,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,1.8,0.7943
C0_3369,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,1.8,0.7822
C0_3370,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,1.8,0.7705
C0_3371,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,1.8,0.7589
C0_3372,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,35,1.8,0.7468
C0_3373,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,45,1.8,0.735
C0_3374,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,55,1.8,0.7226
C0_3375,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,65,1.8,0.7103
C0_3376,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,75,1.8,0.6976
C0_3377,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,85,1.8,0.684
C0_3378,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,95,1.8,0.6691
C0_3379,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,105,1.8,0.6503
C0_3380,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,115,1.8,0.6236
C0_3381,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,125,1.8,0.5789
C0_3382,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,2,0.85
C0_3383,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,2,0.839
C0_3384,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,2,0.8279
C0_3385,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,2,0.8167
C0_3386,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,2,0.8054
C0_3387,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,2,0.7939
C0_3388,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,2,0.7819
C0_3389,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,2,0.7706
C0_3390,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,2,0.7588
C0_3391,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,35,2,0.7471
C0_3392,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,45,2,0.7349
C0_3393,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,55,2,0.7228
C0_3394,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,65,2,0.7105
C0_3395,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,75,2,0.6975
C0_3396,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,85,2,0.6841
C0_3397,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,95,2,0.6691
C0_3398,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,105,2,0.6504
C0_3399,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,115,2,0.6237
C0_3400,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,125,2,0.6712
C0_3401,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,2.2,0.85
C0_3402,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,2.2,0.8393
C0_3403,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,2.2,0.8282
C0_3404,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,2.2,0.817
C0_3405,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,2.2,0.8827
C0_3406,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,2.2,0.9698
C0_3407,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,2.2,1.062
C0_3408,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,2.2,1.154
C0_3409,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,2.2,1.239
C0_3410,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,35,2.2,1.313
C0_3411,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,45,2.2,1.375
C0_3412,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,55,2.2,1.426
C0_3413,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,65,2.2,1.47
C0_3414,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,75,2.2,1.507
C0_3415,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,85,2.2,1.539
C0_3416,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,95,2.2,1.567
C0_3417,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,105,2.2,1.592
C0_3418,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,115,2.2,1.614
C0_3419,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,125,2.2,1.633
C0_3420,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,2.4,1.861
C0_3421,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,2.4,1.898
C0_3422,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,2.4,1.931
C0_3423,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,2.4,1.959
C0_3424,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,2.4,1.984
C0_3425,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,2.4,2.006
C0_3426,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,2.4,2.024
C0_3427,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,2.4,2.041
C0_3428,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,2.4,2.055
C0_3429,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,35,2.4,2.067
C0_3430,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,45,2.4,2.077
C0_3431,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,55,2.4,2.085
C0_3432,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,65,2.4,2.092
C0_3433,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,75,2.4,2.097
C0_3434,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,85,2.4,2.101
C0_3435,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,95,2.4,2.104
C0_3436,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,105,2.4,2.106
C0_3437,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,115,2.4,2.107
C0_3438,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,125,2.4,2.107
C0_3439,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,2.6,2.421
C0_3440,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,2.6,2.422
C0_3441,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,2.6,2.421
C0_3442,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,2.6,2.419
C0_3443,ss_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,2.6,2.417
