Parameter,Process1,Process2,Process3,Temperature,V-supply,vref
C0_1738,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.2,1.365
C0_1739,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.2,1.419
C0_1740,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.2,1.465
C0_1741,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.2,1.504
C0_1742,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.2,1.538
C0_1743,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.2,1.567
C0_1744,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.2,1.593
C0_1745,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.2,1.615
C0_1746,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.2,1.635
C0_1747,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.2,1.652
C0_1748,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.4,1.965
C0_1749,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.4,1.993
C0_1750,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.4,2.017
C0_1751,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.4,2.038
C0_1752,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.4,2.055
C0_1753,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.4,2.07
C0_1754,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.4,2.081
C0_1755,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.4,2.091
C0_1756,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.4,2.099
C0_1757,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.4,2.104
C0_1758,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.4,2.109
C0_1759,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.4,2.112
C0_1760,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.4,2.114
C0_1761,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.4,2.114
C0_1762,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.4,2.114
C0_1763,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.4,2.113
C0_1764,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.4,2.111
C0_1765,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.4,2.108
C0_1766,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.4,2.105
C0_1767,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.6,2.417
C0_1768,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.6,2.413
C0_1769,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.6,2.409
C0_1770,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.6,2.404
C0_1771,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.6,2.398
C0_1772,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.6,2.392
C0_1773,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.6,2.386
C0_1774,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.6,2.379
C0_1775,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.6,2.373
C0_1776,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.6,2.365
C0_1777,tt_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.6,2.358
